502;Açúcar amarelo;Açúcar e similares, confeitaria e sobremesas doces à base de água;Açúcar e outros adoçantes (excluindo os adoçantes intensivos);Açúcares (mono e dissacarídeos);390;kcal;por 100 g de parte edível;1660;kJ;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;97,5;g;por 100 g de parte edível;97,5;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;2,0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0,35;g;por 100 g de parte edível;18;mg;por 100 g de parte edível;53;mg;por 100 g de parte edível;40;mg;por 100 g de parte edível;7,0;mg;por 100 g de parte edível;7,0;mg;por 100 g de parte edível;0,9;mg;por 100 g de parte edível;0,1;mg;por 100 g de parte edível
503;Açúcar branco;Açúcar e similares, confeitaria e sobremesas doces à base de água;Açúcar e outros adoçantes (excluindo os adoçantes intensivos);Açúcares (mono e dissacarídeos);397;kcal;por 100 g de parte edível;1690;kJ;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;99,3;g;por 100 g de parte edível;99,3;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0,5;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0,15;g;por 100 g de parte edível;0;mg;por 100 g de parte edível;2,0;mg;por 100 g de parte edível;2,0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível
508;Chocolate de leite;Açúcar e similares, confeitaria e sobremesas doces à base de água;Confeitaria incluindo chocolate;Chocolate e produtos de chocolate;552;kcal;por 100 g de parte edível;2300;kJ;por 100 g de parte edível;33,9;g;por 100 g de parte edível;19,8;g;por 100 g de parte edível;10,1;g;por 100 g de parte edível;1,0;g;por 100 g de parte edível;1,0;g;por 100 g de parte edível;0,2;g;por 100 g de parte edível;53,1;g;por 100 g de parte edível;53,1;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0,3;g;por 100 g de parte edível;1,3;g;por 100 g de parte edível;8,0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;1,6;g;por 100 g de parte edível;0;g;por 100 g de parte edível;30;mg;por 100 g de parte edível;7,0;mg;por 100 g de parte edível;40;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0,74;mg;por 100 g de parte edível;0,20;mg;por 100 g de parte edível;0,46;mg;por 100 g de parte edível;2,0;mg;por 100 g de parte edível;3,3;mg;por 100 g de parte edível;1,3;mg;por 100 g de parte edível;0,070;mg;por 100 g de parte edível;0,010;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;10;mg;por 100 g de parte edível;2,06;g;por 100 g de parte edível;120;mg;por 100 g de parte edível;420;mg;por 100 g de parte edível;190;mg;por 100 g de parte edível;230;mg;por 100 g de parte edível;55;mg;por 100 g de parte edível;1,2;mg;por 100 g de parte edível;0,2;mg;por 100 g de parte edível
506;Chocolate em barra, culinária;Açúcar e similares, confeitaria e sobremesas doces à base de água;Confeitaria incluindo chocolate;Chocolate e produtos de chocolate;502;kcal;por 100 g de parte edível;2090;kJ;por 100 g de parte edível;30,5;g;por 100 g de parte edível;19,3;g;por 100 g de parte edível;10,2;g;por 100 g de parte edível;1,0;g;por 100 g de parte edível;1,0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;44,0;g;por 100 g de parte edível;44,0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;15,0;g;por 100 g de parte edível;5,4;g;por 100 g de parte edível;0;g;por 100 g de parte edível;3,8;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;mg;por 100 g de parte edível;6,0;mg;por 100 g de parte edível;38;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0,50;mg;por 100 g de parte edível;0,060;mg;por 100 g de parte edível;0,10;mg;por 100 g de parte edível;0,50;mg;por 100 g de parte edível;1,3;mg;por 100 g de parte edível;0,80;mg;por 100 g de parte edível;0,050;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;6,0;mg;por 100 g de parte edível;1,20;g;por 100 g de parte edível;17;mg;por 100 g de parte edível;380;mg;por 100 g de parte edível;43;mg;por 100 g de parte edível;160;mg;por 100 g de parte edível;110;mg;por 100 g de parte edível;2,9;mg;por 100 g de parte edível;2,0;mg;por 100 g de parte edível
507;Chocolate em pó;Açúcar e similares, confeitaria e sobremesas doces à base de água;Confeitaria incluindo chocolate;Chocolate e produtos de chocolate;469;kcal;por 100 g de parte edível;1970;kJ;por 100 g de parte edível;20,3;g;por 100 g de parte edível;12,8;g;por 100 g de parte edível;6,8;g;por 100 g de parte edível;0,7;g;por 100 g de parte edível;0,7;g;por 100 g de parte edível;0;g;por 100 g de parte edível;63,8;g;por 100 g de parte edível;60,5;g;por 100 g de parte edível;0;g;por 100 g de parte edível;3,3;g;por 100 g de parte edível;0;g;por 100 g de parte edível;7,3;g;por 100 g de parte edível;4,2;g;por 100 g de parte edível;0;g;por 100 g de parte edível;2,1;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;mg;por 100 g de parte edível;7,0;mg;por 100 g de parte edível;39;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0,18;mg;por 100 g de parte edível;0,27;mg;por 100 g de parte edível;0,20;mg;por 100 g de parte edível;2,1;mg;por 100 g de parte edível;3,0;mg;por 100 g de parte edível;0,90;mg;por 100 g de parte edível;0,020;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;10;mg;por 100 g de parte edível;2,30;g;por 100 g de parte edível;11;mg;por 100 g de parte edível;390;mg;por 100 g de parte edível;42;mg;por 100 g de parte edível;150;mg;por 100 g de parte edível;100;mg;por 100 g de parte edível;2,2;mg;por 100 g de parte edível;1,1;mg;por 100 g de parte edível
372;Creme para barrar de cacau e avelãs (8 marcas);Açúcar e similares, confeitaria e sobremesas doces à base de água;Confeitaria incluindo chocolate;Chocolate e produtos de chocolate;545;kcal;por 100 g de parte edível;2270;kJ;por 100 g de parte edível;33,3;g;por 100 g de parte edível;8,2;g;por 100 g de parte edível;17,6;g;por 100 g de parte edível;6,1;g;por 100 g de parte edível;5,9;g;por 100 g de parte edível;2,0;g;por 100 g de parte edível;54,7;g;por 100 g de parte edível;53,4;g;por 100 g de parte edível;0;g;por 100 g de parte edível;1,3;g;por 100 g de parte edível;0,1;g;por 100 g de parte edível;1,2;g;por 100 g de parte edível;5,9;g;por 100 g de parte edível;0;g;por 100 g de parte edível;1,5;g;por 100 g de parte edível;0;g;por 100 g de parte edível;2;mg;por 100 g de parte edível;1,0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;5,0;mg;por 100 g de parte edível;0,070;mg;por 100 g de parte edível;0,15;mg;por 100 g de parte edível;0,50;mg;por 100 g de parte edível;1,9;mg;por 100 g de parte edível;1,4;mg;por 100 g de parte edível;0,10;mg;por 100 g de parte edível;0,70;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;7,6;mg;por 100 g de parte edível;1,40;g;por 100 g de parte edível;47;mg;por 100 g de parte edível;410;mg;por 100 g de parte edível;140;mg;por 100 g de parte edível;160;mg;por 100 g de parte edível;67;mg;por 100 g de parte edível;3,4;mg;por 100 g de parte edível;1,1;mg;por 100 g de parte edível
513;Gelado de água (sorvete);Açúcar e similares, confeitaria e sobremesas doces à base de água;Sobremesas doces à base de água;Sorvetes à base de água;132;kcal;por 100 g de parte edível;561;kJ;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;32,6;g;por 100 g de parte edível;32,6;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0,4;g;por 100 g de parte edível;0;g;por 100 g de parte edível;66,9;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0,10;g;por 100 g de parte edível;2,0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;3,0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0,1;mg;por 100 g de parte edível
515;Gelatina desidratada (pó ou folha);Açúcar e similares, confeitaria e sobremesas doces à base de água;Sobremesas doces à base de água;Sobremesas de colher à base de água;349;kcal;por 100 g de parte edível;1480;kJ;por 100 g de parte edível;0,1;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0,1;g;por 100 g de parte edível;0;g;por 100 g de parte edível;87,0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;12,0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;1,30;g;por 100 g de parte edível;32;mg;por 100 g de parte edível;16;mg;por 100 g de parte edível;11;mg;por 100 g de parte edível;32;mg;por 100 g de parte edível;11;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0,2;mg;por 100 g de parte edível
516;Gelatina preparada com ananás em conserva;Açúcar e similares, confeitaria e sobremesas doces à base de água;Sobremesas doces à base de água;Sobremesas de colher à base de água;97;kcal;por 100 g de parte edível;410;kJ;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;21,6;g;por 100 g de parte edível;21,6;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0,4;g;por 100 g de parte edível;2,2;g;por 100 g de parte edível;0;g;por 100 g de parte edível;75,4;g;por 100 g de parte edível;0,2;g;por 100 g de parte edível;0;mg;por 100 g de parte edível;1,0;mg;por 100 g de parte edível;4;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0,020;mg;por 100 g de parte edível;0,010;mg;por 100 g de parte edível;0,010;mg;por 100 g de parte edível;0,080;mg;por 100 g de parte edível;0,080;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0,030;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;2,9;mg;por 100 g de parte edível;0,40;mg;por 100 g de parte edível;0,24;g;por 100 g de parte edível;2,6;mg;por 100 g de parte edível;46;mg;por 100 g de parte edível;9,5;mg;por 100 g de parte edível;2,8;mg;por 100 g de parte edível;5,0;mg;por 100 g de parte edível;0,1;mg;por 100 g de parte edível;0,1;mg;por 100 g de parte edível
517;Gelatina preparada com laranja e sumo de laranja;Açúcar e similares, confeitaria e sobremesas doces à base de água;Sobremesas doces à base de água;Sobremesas de colher à base de água;84;kcal;por 100 g de parte edível;355;kJ;por 100 g de parte edível;0,1;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0,1;g;por 100 g de parte edível;0,0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;17,4;g;por 100 g de parte edível;17,4;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0;g;por 100 g de parte edível;0,7;g;por 100 g de parte edível;2,6;g;por 100 g de parte edível;0;g;por 100 g de parte edível;78,1;g;por 100 g de parte edível;0,4;g;por 100 g de parte edível;0;mg;por 100 g de parte edível;10;mg;por 100 g de parte edível;58;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;0,13;mg;por 100 g de parte edível;0,050;mg;por 100 g de parte edível;0,020;mg;por 100 g de parte edível;0,32;mg;por 100 g de parte edível;0,38;mg;por 100 g de parte edível;0,060;mg;por 100 g de parte edível;0,050;mg;por 100 g de parte edível;0;mg;por 100 g de parte edível;30;mg;por 100 g de parte edível;17;mg;por 100 g de parte edível;0,31;g;por 100 g de parte edível;3,8;mg;por 100 g de parte edível;88;mg;por 100 g de parte edível;17;mg;por 100 g de parte edível;10;mg;por 100 g de parte edível;5,8;mg;por 100 g de parte edível;0,2;mg;por 100 g de parte edível;0,1;mg;por 100 g de parte edível
